"file","tier","source_pdf","source_page","source_url","visual_decision"
"A_core/A22_d01430115_p65_i03_259x108.jpeg","A_core","D01430115.pdf","65","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D01430115.pdf","核心通过：主藤和花叶分支关系相对清楚"
"A_core/A23_d01430115_p65_i07_255x128.jpeg","A_core","D01430115.pdf","65","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D01430115.pdf","核心通过：主藤和花叶分支关系相对清楚"
"A_core/A24_d01430115_p66_i00_260x91.jpeg","A_core","D01430115.pdf","66","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D01430115.pdf","核心通过：主藤和花叶分支关系相对清楚"
"A_core/A25_d01430115_p66_i05_270x98.jpeg","A_core","D01430115.pdf","66","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D01430115.pdf","核心通过：主藤和花叶分支关系相对清楚"
"A_core/A26_d01430115_p66_i08_263x122.jpeg","A_core","D01430115.pdf","66","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D01430115.pdf","核心通过：主藤和花叶分支关系相对清楚"
"A_core/A27_d01430115_p66_i10_248x92.jpeg","A_core","D01430115.pdf","66","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D01430115.pdf","核心通过：主藤和花叶分支关系相对清楚"
"A_core/A28_d01430115_p67_i01_252x97.jpeg","A_core","D01430115.pdf","67","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D01430115.pdf","核心通过：主藤和花叶分支关系相对清楚"
"A_core/A29_d01430115_p67_i02_275x119.jpeg","A_core","D01430115.pdf","67","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D01430115.pdf","核心通过：主藤和花叶分支关系相对清楚"
"A_core/A30_d01451691_p18_i00_617x180.jpeg","A_core","D01451691.pdf","18","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D01451691.pdf","核心通过：主藤和花叶分支关系相对清楚"
"A_core/A31_d01451691_p18_i02_440x114.jpeg","A_core","D01451691.pdf","18","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D01451691.pdf","核心通过：主藤和花叶分支关系相对清楚"
"B_auxiliary/B01_d625113_p16_i00_510x101.png","B_auxiliary","D625113.pdf","16","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D625113.pdf","辅助通过：存在过密、局部、弱花位或主藤遮挡"
"B_auxiliary/B02_d625113_p16_i01_505x93.png","B_auxiliary","D625113.pdf","16","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D625113.pdf","辅助通过：存在过密、局部、弱花位或主藤遮挡"
"B_auxiliary/B03_d625113_p16_i05_506x116.png","B_auxiliary","D625113.pdf","16","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D625113.pdf","辅助通过：存在过密、局部、弱花位或主藤遮挡"
"B_auxiliary/B04_d625113_p25_i00_696x81.png","B_auxiliary","D625113.pdf","25","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D625113.pdf","辅助通过：存在过密、局部、弱花位或主藤遮挡"
"B_auxiliary/B05_d625113_p33_i01_539x176.jpeg","B_auxiliary","D625113.pdf","33","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D625113.pdf","辅助通过：存在过密、局部、弱花位或主藤遮挡"
"B_auxiliary/B06_d625113_p33_i03_522x132.png","B_auxiliary","D625113.pdf","33","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D625113.pdf","辅助通过：存在过密、局部、弱花位或主藤遮挡"
"B_auxiliary/B07_d625113_p58_i00_369x150.png","B_auxiliary","D625113.pdf","58","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D625113.pdf","辅助通过：存在过密、局部、弱花位或主藤遮挡"
"B_auxiliary/B08_d625113_p58_i01_369x65.png","B_auxiliary","D625113.pdf","58","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D625113.pdf","辅助通过：存在过密、局部、弱花位或主藤遮挡"
"B_auxiliary/B09_d625113_p60_i00_369x108.png","B_auxiliary","D625113.pdf","60","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D625113.pdf","辅助通过：存在过密、局部、弱花位或主藤遮挡"
"B_auxiliary/B10_d625113_p60_i02_369x84.png","B_auxiliary","D625113.pdf","60","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D625113.pdf","辅助通过：存在过密、局部、弱花位或主藤遮挡"
"B_auxiliary/B11_d625113_p70_i01_400x60.jpeg","B_auxiliary","D625113.pdf","70","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D625113.pdf","辅助通过：存在过密、局部、弱花位或主藤遮挡"
"B_auxiliary/B12_d625113_p70_i02_316x85.png","B_auxiliary","D625113.pdf","70","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D625113.pdf","辅助通过：存在过密、局部、弱花位或主藤遮挡"
"B_auxiliary/B13_d625113_p71_i04_704x260.png","B_auxiliary","D625113.pdf","71","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D625113.pdf","辅助通过：存在过密、局部、弱花位或主藤遮挡"
"B_auxiliary/B14_d01430115_p16_i01_209x110.jpeg","B_auxiliary","D01430115.pdf","16","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D01430115.pdf","辅助通过：存在过密、局部、弱花位或主藤遮挡"
"B_auxiliary/B15_d01430115_p65_i01_228x108.jpeg","B_auxiliary","D01430115.pdf","65","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D01430115.pdf","辅助通过：存在过密、局部、弱花位或主藤遮挡"
"B_auxiliary/B16_d01430115_p65_i04_234x108.jpeg","B_auxiliary","D01430115.pdf","65","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D01430115.pdf","辅助通过：存在过密、局部、弱花位或主藤遮挡"
"B_auxiliary/B17_d01430115_p65_i05_246x102.jpeg","B_auxiliary","D01430115.pdf","65","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D01430115.pdf","辅助通过：存在过密、局部、弱花位或主藤遮挡"
"B_auxiliary/B18_d01430115_p65_i06_217x110.jpeg","B_auxiliary","D01430115.pdf","65","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D01430115.pdf","辅助通过：存在过密、局部、弱花位或主藤遮挡"
"B_auxiliary/B19_d01430115_p66_i03_240x109.jpeg","B_auxiliary","D01430115.pdf","66","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D01430115.pdf","辅助通过：存在过密、局部、弱花位或主藤遮挡"
"B_auxiliary/B20_d01430115_p66_i04_247x100.jpeg","B_auxiliary","D01430115.pdf","66","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D01430115.pdf","辅助通过：存在过密、局部、弱花位或主藤遮挡"
"B_auxiliary/B21_d01430115_p66_i11_250x117.jpeg","B_auxiliary","D01430115.pdf","66","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D01430115.pdf","辅助通过：存在过密、局部、弱花位或主藤遮挡"
"B_auxiliary/B22_d01451691_p29_i00_928x152.jpeg","B_auxiliary","D01451691.pdf","29","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D01451691.pdf","辅助通过：存在过密、局部、弱花位或主藤遮挡"
"B_auxiliary/B23_d01451691_p29_i01_572x149.jpeg","B_auxiliary","D01451691.pdf","29","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D01451691.pdf","辅助通过：存在过密、局部、弱花位或主藤遮挡"
"B_auxiliary/B24_d01451691_p19_mogao332_left.jpeg","B_auxiliary","D01451691.pdf","19","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D01451691.pdf","辅助通过：存在过密、局部、弱花位或主藤遮挡"
"B_auxiliary/B25_d01451691_p19_mogao332_right.jpeg","B_auxiliary","D01451691.pdf","19","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D01451691.pdf","辅助通过：存在过密、局部、弱花位或主藤遮挡"
"B_auxiliary/B26_d625113_dense_flower_row.png","B_auxiliary","D625113.pdf","","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D625113.pdf","辅助通过：存在过密、局部、弱花位或主藤遮挡"
"B_auxiliary/B27_d01451691_mogao171_dense_row1.jpeg","B_auxiliary","D01451691.pdf","","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D01451691.pdf","辅助通过：存在过密、局部、弱花位或主藤遮挡"
"B_auxiliary/B28_d01451691_mogao171_dense_row2.jpeg","B_auxiliary","D01451691.pdf","","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D01451691.pdf","辅助通过：存在过密、局部、弱花位或主藤遮挡"
