case_id,matrix_id,rq_use,prototype_id,backbone_variant,density_level,replicate,production_seed,backbone_seed,flower_seed,branch_seed,unit_seed,backbone_seed_source,flower_seed_source,branch_seed_source,unit_seed_source,allocation_rule
A034,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_1,swept,simple,4,200003,2755701457,200490488,587951499,654989446,200003,200003,200003,200003,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A035,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_1,swept,medium,4,200003,2755701457,200490488,587951499,654989446,200003,200003,200003,200003,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A036,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_1,swept,rich,4,200003,2755701457,200490488,587951499,654989446,200003,200003,200003,200003,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A037,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_1,expanded,simple,5,200004,3661431921,3802206688,2403426353,861773372,200004,200004,200004,200004,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A038,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_1,expanded,medium,5,200004,3661431921,3802206688,2403426353,861773372,200004,200004,200004,200004,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A039,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_1,expanded,rich,5,200004,3661431921,3802206688,2403426353,861773372,200004,200004,200004,200004,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A040,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_1,compact,simple,5,200004,3661431921,3802206688,2403426353,861773372,200004,200004,200004,200004,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A041,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_1,compact,medium,5,200004,3661431921,3802206688,2403426353,861773372,200004,200004,200004,200004,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A042,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_1,compact,rich,5,200004,3661431921,3802206688,2403426353,861773372,200004,200004,200004,200004,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A043,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_1,swept,simple,5,200004,3661431921,3802206688,2403426353,861773372,200004,200004,200004,200004,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A044,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_1,swept,medium,5,200004,3661431921,3802206688,2403426353,861773372,200004,200004,200004,200004,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A045,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_1,swept,rich,5,200004,3661431921,3802206688,2403426353,861773372,200004,200004,200004,200004,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A046,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_1,expanded,simple,6,200005,3616305472,4185442326,2083021513,2157334348,200005,200005,200005,200005,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A047,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_1,expanded,medium,6,200005,3616305472,4185442326,2083021513,2157334348,200005,200005,200005,200005,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A048,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_1,expanded,rich,6,200005,3616305472,4185442326,2083021513,2157334348,200005,200005,200005,200005,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A049,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_1,compact,simple,6,200005,3616305472,4185442326,2083021513,2157334348,200005,200005,200005,200005,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A050,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_1,compact,medium,6,200005,3616305472,4185442326,2083021513,2157334348,200005,200005,200005,200005,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A051,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_1,compact,rich,6,200005,3616305472,4185442326,2083021513,2157334348,200005,200005,200005,200005,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A052,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_1,swept,simple,6,200005,3616305472,4185442326,2083021513,2157334348,200005,200005,200005,200005,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A053,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_1,swept,medium,6,200005,3616305472,4185442326,2083021513,2157334348,200005,200005,200005,200005,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A054,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_1,swept,rich,6,200005,3616305472,4185442326,2083021513,2157334348,200005,200005,200005,200005,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A055,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_1,expanded,simple,7,200006,1269774328,578667544,3840112982,671364729,200006,200006,200006,200006,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A056,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_1,expanded,medium,7,200006,1269774328,578667544,3840112982,671364729,200006,200006,200006,200006,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A057,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_1,expanded,rich,7,200006,1269774328,578667544,3840112982,671364729,200006,200006,200006,200006,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A058,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_1,compact,simple,7,200006,1269774328,578667544,3840112982,671364729,200006,200006,200006,200006,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A059,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_1,compact,medium,7,200006,1269774328,578667544,3840112982,671364729,200006,200006,200006,200006,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A060,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_1,compact,rich,7,200006,1269774328,578667544,3840112982,671364729,200006,200006,200006,200006,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A061,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_1,swept,simple,7,200006,1269774328,578667544,3840112982,671364729,200006,200006,200006,200006,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A062,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_1,swept,medium,7,200006,1269774328,578667544,3840112982,671364729,200006,200006,200006,200006,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A063,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_1,swept,rich,7,200006,1269774328,578667544,3840112982,671364729,200006,200006,200006,200006,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A064,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_1,expanded,simple,8,200007,1923210920,721235226,3962232460,3148415715,200007,200007,200007,200007,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A065,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_1,expanded,medium,8,200007,1923210920,721235226,3962232460,3148415715,200007,200007,200007,200007,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A066,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_1,expanded,rich,8,200007,1923210920,721235226,3962232460,3148415715,200007,200007,200007,200007,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A067,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_1,compact,simple,8,200007,1923210920,721235226,3962232460,3148415715,200007,200007,200007,200007,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A068,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_1,compact,medium,8,200007,1923210920,721235226,3962232460,3148415715,200007,200007,200007,200007,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A069,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_1,compact,rich,8,200007,1923210920,721235226,3962232460,3148415715,200007,200007,200007,200007,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A070,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_1,swept,simple,8,200007,1923210920,721235226,3962232460,3148415715,200007,200007,200007,200007,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A071,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_1,swept,medium,8,200007,1923210920,721235226,3962232460,3148415715,200007,200007,200007,200007,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A072,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_1,swept,rich,8,200007,1923210920,721235226,3962232460,3148415715,200007,200007,200007,200007,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A073,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_1,expanded,simple,9,200008,3158511072,3080658514,3482159800,1542305865,200008,200008,200008,200008,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A074,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_1,expanded,medium,9,200008,3158511072,3080658514,3482159800,1542305865,200008,200008,200008,200008,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A075,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_1,expanded,rich,9,200008,3158511072,3080658514,3482159800,1542305865,200008,200008,200008,200008,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A076,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_1,compact,simple,9,200008,3158511072,3080658514,3482159800,1542305865,200008,200008,200008,200008,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A077,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_1,compact,medium,9,200008,3158511072,3080658514,3482159800,1542305865,200008,200008,200008,200008,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A078,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_1,compact,rich,9,200008,3158511072,3080658514,3482159800,1542305865,200008,200008,200008,200008,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A079,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_1,swept,simple,9,200008,3158511072,3080658514,3482159800,1542305865,200008,200008,200008,200008,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A080,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_1,swept,medium,9,200008,3158511072,3080658514,3482159800,1542305865,200008,200008,200008,200008,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A081,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_1,swept,rich,9,200008,3158511072,3080658514,3482159800,1542305865,200008,200008,200008,200008,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A082,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_1,expanded,simple,10,200009,101358191,2724857067,3911812596,1265668154,200009,200009,200009,200009,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A083,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_1,expanded,medium,10,200009,101358191,2724857067,3911812596,1265668154,200009,200009,200009,200009,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A084,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_1,expanded,rich,10,200009,101358191,2724857067,3911812596,1265668154,200009,200009,200009,200009,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A085,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_1,compact,simple,10,200009,101358191,2724857067,3911812596,1265668154,200009,200009,200009,200009,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A086,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_1,compact,medium,10,200009,101358191,2724857067,3911812596,1265668154,200009,200009,200009,200009,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A087,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_1,compact,rich,10,200009,101358191,2724857067,3911812596,1265668154,200009,200009,200009,200009,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A088,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_1,swept,simple,10,200009,101358191,2724857067,3911812596,1265668154,200009,200009,200009,200009,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A089,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_1,swept,medium,10,200009,101358191,2724857067,3911812596,1265668154,200009,200009,200009,200009,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A090,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_1,swept,rich,10,200009,101358191,2724857067,3911812596,1265668154,200009,200009,200009,200009,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A091,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,expanded,simple,1,200000,3637826449,690874662,3848763323,2731574336,200000,200000,200000,200000,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A092,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,expanded,medium,1,200000,3637826449,690874662,3848763323,2731574336,200000,200000,200000,200000,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A093,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,expanded,rich,1,200000,3637826449,690874662,3848763323,2731574336,200000,200000,200000,200000,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A094,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,compact,simple,1,200000,3637826449,690874662,3848763323,2731574336,200000,200000,200000,200000,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A095,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,compact,medium,1,200000,3637826449,690874662,3848763323,2731574336,200000,200000,200000,200000,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A096,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,compact,rich,1,200000,3637826449,690874662,3848763323,2731574336,200000,200000,200000,200000,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A097,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,swept,simple,1,200000,3637826449,690874662,3848763323,2731574336,200000,200000,200000,200000,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A098,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,swept,medium,1,200000,3637826449,690874662,3848763323,2731574336,200000,200000,200000,200000,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A099,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,swept,rich,1,200000,3637826449,690874662,3848763323,2731574336,200000,200000,200000,200000,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A100,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,expanded,simple,2,200001,2099076444,668946205,157358250,1522627173,200001,200001,200001,200001,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A101,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,expanded,medium,2,200001,2099076444,668946205,157358250,1522627173,200001,200001,200001,200001,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A102,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,expanded,rich,2,200001,2099076444,668946205,157358250,1522627173,200001,200001,200001,200001,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A103,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,compact,simple,2,200001,2099076444,668946205,157358250,1522627173,200001,200001,200001,200001,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A104,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,compact,medium,2,200001,2099076444,668946205,157358250,1522627173,200001,200001,200001,200001,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A105,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,compact,rich,2,200001,2099076444,668946205,157358250,1522627173,200001,200001,200001,200001,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
